audit_id,priority_score,priority_flags,query_id,standardized_query,normalized_query,representative_description,expected_hts_number,acceptable_hts_numbers,expected_chapter,ambiguity,contributing_standardized_rows,max_noise_score,live_status,live_latency_ms,live_top1_hts_number,live_top1_description,live_top10_hts_numbers,live_exact_top1,live_exact_top10,expected_hts_description,expected_hts_path,audit_status,audited_hts_number,audited_description,reviewer_notes
audit-cc-01514,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01514,"sky blue kintsugi vase perfect sobriety, birthday or christmas gift ceramic light blue and gold kintsugi flowers kintsugi pottery",sky kintsugi vase sobriety ceramic light gold kintsugi flowers kintsugi pottery,"Sky Blue Kintsugi Vase (Perfect Sobriety, Birthday or Christmas Gift ) - Ceramic- Light Blue & Gold - Kintsugi Flowers - Kintsugi Pottery",6912.00.39.10,6912.00.39.10,69,single_label,1,2,201,1647,6913.10.10.00,"Statues, statuettes and handmade flowers, valued over $2.50 each and produced by professional sculptors or directly from molds made from original models produced by professional sculptors",6913.10.10.00|6913.90.10.00|6913.90.30.00|7013.99.10.00|7013.99.35.00|7013.33.50.00|9405.42.82.00|9405.41.82.00|8541.41.00.00|8539.51.00.00,,,"Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension","Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china: > In any pattern for which the aggregate value of the articles listed in additional U.S. note 6(b) of this chapter is over $38 > Plates not over 27.9 cm in maximum dimension; teacups and saucers; mugs; soups, fruits and cereals, the foregoing not over 22.9 cm in maximum dimension",PENDING,,,
audit-cc-00240,115,high_noise|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00240,chocolate high waist trousers l regular,chocolate high waist trousers regular,CHOCOLATE HIGH-WAIST TROUSERS - L / Regular,6104.63.20.06,6104.63.20.06,61,single_label,1,2,201,1698,1806.20.60.00,Confectioners' coatings and other products (except confectionery) containing by weight not less than 6.8 percent non-fat solids of the cocoa bean nib and not less than 15 percent of vegetable fats other than cocoa butter,1806.20.60.00|1806.32.16.00|1806.32.70.00|6211.39.07.30|6211.49.03.30|6211.39.60.30|7228.30.80.05|0201.20.02.00|0201.20.10.00|0201.30.02.00,,,Containing 5 percent or more by weight of elastomeric yarn or rubber thread (648),"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted: > Of synthetic fibers: > Other > Containing 5 percent or more by weight of elastomeric yarn or rubber thread (648)",PENDING,,,
audit-cc-00303,115,high_noise|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00303,"costume jewelry , engraved disk necklace, brass core",costume jewelry engraved disk necklace brass core,"costume jewelry , engraved disk necklace, brass core",7117.19.60.00,7117.19.60.00,71,single_label,1,2,201,1671,7117.90.10.00,"Necklaces, valued not over 30 cents per dozen, composed wholly of plastic shapes mounted on fiber string",7117.90.10.00|7117.90.60.00|7117.90.45.00|9615.11.40.00|9615.90.40.00|7117.90.75.00|7117.90.55.00|7117.90.90.00|7117.90.30.00|7117.19.05.00,,,Toy jewelry valued not over 8 cents per piece,Imitation jewelry: > Other: > Toy jewelry valued not over 8 cents per piece,PENDING,,,
audit-cc-01061,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01061,mill hill seed petite glass beads approx. per pack beads for needlework projects made in japan,mill hill seed glass beads approx per pack beads needlework projects made,Mill Hill Seed Petite Glass Beads - 15/0 ( 1.5 mm ) - 1.60 Grams Approx. 425 pcs per pack/ Beads for Needlework Projects - Made in Japan,5810.92.90.50,5810.92.90.50,58,single_label,1,3,201,1668,7018.10.10.00,"Imitation pearls and imitation pearl beads of all shapes and colors, drilled or not drilled, but not strung (except temporarily) and not set",7018.10.10.00|7018.10.20.00|7018.20.00.00|6911.10.52.00|6911.10.58.00|6912.00.45.00|7117.90.10.00|6211.33.50.03|6211.43.05.03|7117.19.20.00,,,On a ground fabric weighing less than 100 g/m² and of a width of more than 225 cm,"Embroidery in the piece, in strips or in motifs: > Of man-made fibers: > Other > On a ground fabric weighing less than 100 g/m² and of a width of more than 225 cm",PENDING,,,
audit-cc-00775,115,long_query|high_value_chapter_42|no_results|top10_miss|slow_search,cc-00775,heavy canvas shopping bag with rose apothecary design printed on the front,heavy canvas shopping bag rose apothecary design printed front,"Heavy Canvas Shopping Bag with ""Rose Apothecary"" design printed on the front.",4202.92.60.91,4202.92.60.91,42,single_label,1,0,201,3294,,,,,,Other (369),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Of cotton > Other (369)",PENDING,,,
audit-cc-01570,115,high_noise|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-01570,"steel jewelry , non precious",steel jewelry non precious,"Steel jewelry , non-precious",7117.19.05.00,7117.19.05.00,71,single_label,1,2,201,2271,7113.19.10.00,"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.19.10.00|7113.19.50.91|7113.20.10.00|7018.10.20.00|7018.10.10.00|6804.21.00.20|6804.21.00.30|7018.20.00.00|7306.30.10.10|7228.30.20.00,,,Toy jewelry valued not over 8 cents per piece,Imitation jewelry: > Other: > Toy jewelry valued not over 8 cents per piece,PENDING,,,
audit-cc-00931,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00931,"let's get fizzical small size, foaming bath powder for personal use. hts 3307.30.50. canadian origin. manufacturer qualifies for mocra small business exemption sales",let get fizzical size foaming bath personal use mocra business exemption,"Let's Get Fizzical Small Size, Foaming Bath Powder for personal use. HTS 3307.30.50. Canadian Origin. Manufacturer qualifies for MoCRA Small Business Exemption (Sales <$1M)",3307.30.50.00,3307.30.50.00,33,single_label,1,2,201,1580,3307.30.10.00,"Bath salts, whether or not perfumed",3307.30.10.00|3307.20.00.00|3307.10.10.00|4802.20.20.00|3707.90.60.00|4820.10.20.20|3707.10.00.05|3707.90.32.10|3401.30.10.00|2905.11.10.00,,,Other,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed or having disinfectant properties: > Perfumed bath salts and other bath preparations: > Other",PENDING,,,
audit-cc-00482,115,high_noise|high_value_chapter_85|top1_mismatch|top10_miss|slow_search,cc-00482,"electric toothbrush for oral hygiene, battery powered",electric toothbrush oral hygiene battery powered,"Electric toothbrush for oral hygiene, battery powered",8509.80.20.00,8509.80.20.00,85,single_label,1,2,201,1562,9603.21.00.00,"Toothbrushes, including dental-plate brushes",9603.21.00.00|8509.80.50.45|8509.80.50.70|8509.40.00.15|8509.80.10.00|8509.40.00.30|8507.20.40.00|8507.30.40.00|8507.60.00.10|8507.80.41.00,,,Kitchen waste disposers (disposals),"Electromechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508; parts thereof: > Other appliances: > Kitchen waste disposers (disposals)",PENDING,,,
audit-cc-00197,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00197,"carbide turning tools, handles, premium replacement inserts complete tool with cutters round square diamond sharp diamond round square radius",carbide turning tools handles premium replacement inserts complete tool cutters round square,"Carbide turning tools, handles, premium replacement inserts - Complete tool with set of 5 cutters (Round/Square/Diamond sharp/Diamond round/Square Radius)",8466.20.80.65,8466.20.80.65,84,single_label,1,2,201,1657,8207.70.30.30,End milling cutters,8207.70.30.30|8207.70.60.30|8207.90.30.75|8466.10.01.30|4417.00.80.10|4417.00.20.00|4417.00.40.00|8466.10.01.10|8207.90.30.30|8207.90.75.45,,,Other,"Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for the machines; tool holders for any type of tool for working in the hand: > Work holders: > Other > Other",PENDING,,,
audit-cc-01625,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01625,toronto skyline greeting cards mix and match city art note cards,toronto skyline greeting cards mix match city note cards,Toronto Skyline Greeting Cards | Mix and Match City Art Note Cards,4802.57.10.40,4802.57.10.40,48,single_label,1,2,201,1772,4909.00.20.00,Postcards,4909.00.20.00|4909.00.40.00|4817.20.20.00|4810.92.30.00|9504.90.60.00|9504.40.00.00|3926.90.94.00|4817.10.00.00|9504.30.00.10|0910.91.00.00,,,With one side equal to 965 mm and the other side equal to 635 mm in the unfolded state,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard: > Other, weighing 40 g/m² or more but not more than 150 g/m²: > Writing and cover paper > With one side equal to 965 mm and the other side equal to 635 mm in the unfolded state",PENDING,,,
audit-cc-00835,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00835,"it's not hoarding if it's fabric sticker, funny fabric lovers water resistant die cut sticker, gift for quilters, gift for sewers",it not hoarding if it fabric sticker funny fabric lovers water resistant,"It's Not Hoarding If It's Fabric Sticker, Funny Fabric Lovers Water Resistant Die Cut Sticker, Gift for Quilters, Gift for Sewers",4911.91.20.20,4911.91.20.20,49,single_label,1,2,201,1848,4814.20.00.00,"Wallpaper and similar wallcoverings, consisting of paper coated or covered, on the face side, with a grained, embossed, colored, design-printed or otherwise decorated layer of plastics",4814.20.00.00|5806.10.24.00|5807.10.20.10|5807.10.05.10|4911.91.10.00|5807.10.20.20|5807.90.20.10|5807.90.05.10|5807.90.20.20|5809.00.00.00,,,Posters,"Other printed matter, including printed pictures and photographs: > Pictures, designs and photographs: > Not over 0.51 mm in thickness > Posters",PENDING,,,
audit-cc-00738,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00738,"handmade large ceramic mug , layered sunrise glaze in coral, pink and ocean blue, boho decor pottery gift",ceramic mug layered sunrise glaze coral ocean pottery,"Handmade Large Ceramic Mug 18 oz, Layered Sunrise Glaze in Coral, Pink & Ocean Blue, Boho Decor Pottery Gift",6912.00.44.00,6912.00.44.00,69,single_label,1,3,201,1706,6911.10.45.00,Mugs and other steins,6911.10.45.00|6911.10.38.10|6911.10.37.10|3207.20.00.00|0105.11.00.10|3924.10.20.00|6912.00.10.00|6911.10.35.10|6911.10.41.00|6911.10.52.00,,,Mugs and other steins,"Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china: > Mugs and other steins",PENDING,,,
audit-cc-01622,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-01622,toolbox desk organizer red tool chest pen holder garage decor for mechanics gifts for tool lovers workshop office accessory,toolbox desk organizer tool chest pen holder garage mechanics tool lovers workshop,Toolbox Desk Organizer | Red Tool Chest Pen Holder | Garage Decor for Mechanics | Gifts for Tool Lovers | Workshop Office Accessory,3926.10.00.00,3926.10.00.00,39,single_label,1,2,201,1693,8304.00.00.00,"Desk-top filing or card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment and parts thereof, of base metal, other than office furniture of heading 9403",8304.00.00.00|8466.10.01.30|8466.20.10.10|8466.20.80.20|9608.30.00.31|9608.40.40.00|9608.10.00.00|8203.10.60.00|9019.10.20.10|8204.12.00.00,,,Office or school supplies,Other articles of plastics and articles of other materials of headings 3901 to 3914: > Office or school supplies,PENDING,,,
audit-cc-01294,115,high_noise|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-01294,"postage label, shipping upgrade or leather band for replacement",postage label shipping upgrade leather band replacement,"Postage Label, Shipping Upgrade or Leather Band (For replacement )",4203.40.60.00,4203.40.60.00,42,single_label,1,2,201,1941,4115.20.00.00,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",4115.20.00.00|4115.10.00.00|4114.20.30.00|4205.00.40.00|4205.00.05.00|4203.30.00.00|9113.10.00.00|9113.90.40.00|9113.20.40.00|5807.90.15.00,,,Other,"Articles of apparel and clothing accessories, of leather or of composition leather: > Other clothing accessories: > Other",PENDING,,,
audit-cc-01813,115,moderate_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-01813,woman's knit dress synthetic fibers a line jersey dress grey pink floral print large grey pink floral print,woman knit dress synthetic fibers line jersey dress floral print floral print,Woman's Knit Dress 100% synthetic fibers A-Line Jersey Dress Grey Pink Floral Print - Large / Grey Pink Floral Print,6112.41.00.30,6112.41.00.30,61,single_label,1,1,201,2003,6204.33.20.00,Containing 36 percent or more by weight of flax fibers (635),6204.33.20.00|6204.43.20.00|6204.53.10.00|6104.23.00.14|6104.23.00.30|6112.41.00.10|4010.12.10.00|6204.13.20.10|6204.23.00.10|6204.23.00.35,,,Women's (659),"Track suits, ski-suits and swimwear, knitted or crocheted: > Of synthetic fibers > Women's (659)",PENDING,,,
audit-cc-00985,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00985,master sword enamel pin legend of zelda gift zelda pin zelda jewelry zelda enamel pin breath of the wild nintendo pin,master sword enamel pin legend zelda zelda pin zelda jewelry zelda enamel,Master Sword Enamel Pin | Legend of Zelda - Zelda Gift - Zelda Pin - Zelda Jewelry - Zelda Enamel Pin - Breath of the Wild - Nintendo Pin,8308.90.90.00,8308.90.90.00,83,single_label,1,2,201,1695,7117.90.45.00,Toy jewelry (except parts),7117.90.45.00|7117.90.60.00|7117.90.10.00|4403.21.01.20|4403.22.01.20|4412.39.50.30|9615.11.40.00|9615.90.40.00|7319.40.20.10|7319.40.30.00,,,Other,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewelry, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal: > Other, including parts: > Other",PENDING,,,
audit-cc-00926,115,high_noise|long_query|top1_mismatch|top10_miss|slow_search,cc-00926,legend of zelda item key chain and enamel pins series nintendo link mix and match nerd breath of the wild,legend zelda item key chain enamel pins series nintendo link mix match,Legend Of Zelda Item Key Chain and Enamel Pins SERIES 4 | Nintendo | Link | Mix and Match | Nerd | Breath Of The Wild,7319.90.90.00,7319.90.90.00,73,single_label,1,2,201,1854,7117.90.10.00,"Necklaces, valued not over 30 cents per dozen, composed wholly of plastic shapes mounted on fiber string",7117.90.10.00|7117.90.45.00|7117.90.60.00|9504.50.00.00|8301.70.00.10|8301.60.00.10|9607.19.00.20|8301.50.00.00|4403.21.01.20|4403.22.01.20,,,Other,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included: > Other: > Other",PENDING,,,
